666
0.000000 8.345273
0.000000 8.345273
0.000000 8.345273
8.345273	2.503582	3.338109	10.000000
3.338109	3.338109	8.345273	10.000000
4.172636	0.000000	3.338109	10.000000
0.834527	2.503582	4.172636	10.000000
2.503582	5.007164	0.834527	10.000000
5.007164	1.669055	3.338109	10.000000
0.000000	3.338109	4.172636	10.000000
2.503582	4.172636	3.338109	10.000000
5.007164	2.503582	3.338109	10.000000
3.338109	3.338109	4.172636	10.000000
2.503582	4.172636	5.007164	10.000000
5.007164	4.172636	3.338109	10.000000
5.007164	3.338109	4.172636	10.000000
2.503582	4.172636	6.676218	10.000000
5.007164	5.841691	3.338109	10.000000
6.676218	3.338109	4.172636	10.000000
2.503582	4.172636	8.345273	10.000000
5.007164	7.510745	3.338109	10.000000
8.345273	2.503582	5.841691	10.000000
3.338109	5.841691	0.834527	10.000000
5.841691	1.669055	2.503582	10.000000
0.834527	3.338109	6.676218	10.000000
3.338109	6.676218	0.000000	10.000000
5.841691	2.503582	2.503582	10.000000
3.338109	2.503582	6.676218	10.000000
3.338109	6.676218	3.338109	10.000000
5.841691	4.172636	2.503582	10.000000
5.007164	2.503582	6.676218	10.000000
3.338109	6.676218	5.007164	10.000000
5.841691	5.841691	2.503582	10.000000
6.676218	2.503582	6.676218	10.000000
3.338109	6.676218	6.676218	10.000000
5.841691	7.510745	2.503582	10.000000
8.345273	2.503582	6.676218	10.000000
3.338109	6.676218	8.345273	10.000000
7.510745	0.000000	3.338109	10.000000
0.834527	2.503582	7.510745	10.000000
2.503582	8.345273	0.834527	10.000000
8.345273	1.669055	3.338109	10.000000
0.000000	3.338109	7.510745	10.000000
2.503582	7.510745	3.338109	10.000000
8.345273	2.503582	3.338109	10.000000
3.338109	3.338109	7.510745	10.000000
2.503582	7.510745	5.007164	10.000000
8.345273	4.172636	3.338109	10.000000
5.007164	3.338109	7.510745	10.000000
2.503582	7.510745	6.676218	10.000000
8.345273	5.841691	3.338109	10.000000
6.676218	3.338109	7.510745	10.000000
2.503582	7.510745	8.345273	10.000000
8.345273	7.510745	3.338109	10.000000
8.345273	4.172636	0.834527	10.000000
5.007164	0.834527	0.834527	10.000000
0.834527	1.669055	4.172636	10.000000
0.834527	4.172636	0.000000	10.000000
5.007164	1.669055	1.669055	10.000000
0.000000	1.669055	5.007164	10.000000
0.000000	5.007164	0.000000	10.000000
5.007164	0.834527	2.503582	10.000000
0.834527	3.338109	4.172636	10.000000
2.503582	4.172636	0.000000	10.000000
5.007164	1.669055	3.338109	10.000000
0.000000	3.338109	5.007164	10.000000
4.172636	4.172636	0.834527	10.000000
4.172636	1.669055	4.172636	10.000000
0.000000	4.172636	5.007164	10.000000
5.007164	5.007164	0.000000	10.000000
5.007164	0.834527	5.841691	10.000000
0.834527	6.676218	4.172636	10.000000
5.841691	4.172636	0.000000	10.000000
5.007164	1.669055	6.676218	10.000000
0.000000	6.676218	5.007164	10.000000
7.510745	4.172636	0.834527	10.000000
4.172636	1.669055	7.510745	10.000000
0.000000	7.510745	5.007164	10.000000
8.345273	5.007164	0.000000	10.000000
4.172636	2.503582	0.000000	10.000000
2.503582	0.834527	4.172636	10.000000
1.669055	4.172636	3.338109	10.000000
5.007164	3.338109	1.669055	10.000000
3.338109	0.000000	5.007164	10.000000
2.503582	4.172636	2.503582	10.000000
4.172636	3.338109	2.503582	10.000000
3.338109	3.338109	5.007164	10.000000
4.172636	4.172636	2.503582	10.000000
4.172636	3.338109	4.172636	10.000000
3.338109	5.007164	5.007164	10.000000
5.841691	4.172636	2.503582	10.000000
4.172636	3.338109	5.841691	10.000000
3.338109	6.676218	5.007164	10.000000
7.510745	4.172636	2.503582	10.000000
4.172636	3.338109	7.510745	10.000000
3.338109	8.345273	4.172636	10.000000
0.000000	5.007164	4.172636	10.000000
4.172636	4.172636	1.669055	10.000000
5.007164	0.834527	5.007164	10.000000
1.669055	5.007164	5.007164	10.000000
5.007164	4.172636	2.503582	10.000000
4.172636	3.338109	4.172636	10.000000
2.503582	5.007164	5.007164	10.000000
5.007164	4.172636	4.172636	10.000000
4.172636	5.007164	4.172636	10.000000
4.172636	5.007164	5.007164	10.000000
5.007164	4.172636	5.841691	10.000000
4.172636	6.676218	4.172636	10.000000
5.841691	5.007164	5.007164	10.000000
5.007164	4.172636	7.510745	10.000000
4.172636	8.345273	4.172636	10.000000
7.510745	5.007164	5.007164	10.000000
4.172636	5.841691	0.000000	10.000000
5.841691	0.834527	4.172636	10.000000
1.669055	4.172636	6.676218	10.000000
5.007164	6.676218	1.669055	10.000000
6.676218	0.000000	5.007164	10.000000
2.503582	4.172636	5.841691	10.000000
4.172636	6.676218	2.503582	10.000000
6.676218	3.338109	5.007164	10.000000
4.172636	4.172636	5.841691	10.000000
4.172636	6.676218	4.172636	10.000000
6.676218	5.007164	5.007164	10.000000
5.841691	4.172636	5.841691	10.000000
4.172636	6.676218	5.841691	10.000000
6.676218	6.676218	5.007164	10.000000
7.510745	4.172636	5.841691	10.000000
4.172636	6.676218	7.510745	10.000000
6.676218	8.345273	4.172636	10.000000
0.000000	5.007164	7.510745	10.000000
4.172636	7.510745	1.669055	10.000000
8.345273	0.834527	5.007164	10.000000
1.669055	5.007164	8.345273	10.000000
5.007164	7.510745	2.503582	10.000000
7.510745	3.338109	4.172636	10.000000
2.503582	5.007164	8.345273	10.000000
5.007164	7.510745	4.172636	10.000000
7.510745	5.007164	4.172636	10.000000
4.172636	5.007164	8.345273	10.000000
5.007164	7.510745	5.841691	10.000000
7.510745	6.676218	4.172636	10.000000
5.841691	5.007164	8.345273	10.000000
5.007164	7.510745	7.510745	10.000000
7.510745	8.345273	4.172636	10.000000
7.510745	5.007164	8.345273	10.000000
5.841691	0.834527	0.000000	10.000000
0.834527	0.834527	5.841691	10.000000
1.669055	5.841691	1.669055	10.000000
5.841691	0.000000	0.834527	10.000000
1.669055	1.669055	6.676218	10.000000
1.669055	6.676218	1.669055	10.000000
6.676218	0.000000	0.000000	10.000000
0.834527	2.503582	5.841691	10.000000
3.338109	5.841691	1.669055	10.000000
5.841691	0.000000	2.503582	10.000000
1.669055	3.338109	6.676218	10.000000
3.338109	6.676218	0.834527	10.000000
5.841691	0.834527	5.007164	10.000000
1.669055	4.172636	5.841691	10.000000
4.172636	6.676218	1.669055	10.000000
6.676218	0.000000	5.007164	10.000000
0.834527	5.841691	5.841691	10.000000
6.676218	5.841691	1.669055	10.000000
5.841691	0.000000	5.841691	10.000000
1.669055	6.676218	6.676218	10.000000
6.676218	6.676218	0.834527	10.000000
5.841691	0.834527	8.345273	10.000000
1.669055	7.510745	5.841691	10.000000
7.510745	6.676218	1.669055	10.000000
6.676218	0.000000	8.345273	10.000000
2.503582	0.000000	6.676218	10.000000
0.834527	5.841691	2.503582	10.000000
5.841691	3.338109	0.834527	10.000000
3.338109	1.669055	6.676218	10.000000
0.000000	6.676218	2.503582	10.000000
5.841691	2.503582	3.338109	10.000000
3.338109	2.503582	6.676218	10.000000
3.338109	6.676218	2.503582	10.000000
5.841691	2.503582	5.007164	10.000000
3.338109	4.172636	6.676218	10.000000
5.007164	6.676218	2.503582	10.000000
5.841691	2.503582	6.676218	10.000000
3.338109	5.841691	6.676218	10.000000
6.676218	6.676218	2.503582	10.000000
5.841691	2.503582	8.345273	10.000000
3.338109	7.510745	6.676218	10.000000
8.345273	5.841691	4.172636	10.000000
6.676218	4.172636	0.834527	10.000000
4.172636	1.669055	5.841691	10.000000
0.834527	6.676218	5.007164	10.000000
6.676218	5.007164	0.000000	10.000000
4.172636	2.503582	5.841691	10.000000
3.338109	5.841691	5.007164	10.000000
6.676218	5.007164	3.338109	10.000000
4.172636	4.172636	5.841691	10.000000
5.007164	5.841691	5.007164	10.000000
6.676218	5.007164	5.007164	10.000000
4.172636	5.841691	5.841691	10.000000
6.676218	5.841691	5.007164	10.000000
6.676218	5.007164	6.676218	10.000000
4.172636	7.510745	5.841691	10.000000
8.345273	5.841691	5.007164	10.000000
6.676218	5.007164	8.345273	10.000000
5.841691	0.000000	6.676218	10.000000
0.834527	5.841691	5.841691	10.000000
5.841691	6.676218	0.834527	10.000000
6.676218	1.669055	6.676218	10.000000
0.000000	6.676218	5.841691	10.000000
5.841691	5.841691	3.338109	10.000000
6.676218	2.503582	6.676218	10.000000
3.338109	6.676218	5.841691	10.000000
5.841691	5.841691	5.007164	10.000000
6.676218	4.172636	6.676218	10.000000
5.007164	6.676218	5.841691	10.000000
5.841691	5.841691	6.676218	10.000000
6.676218	5.841691	6.676218	10.000000
6.676218	6.676218	5.841691	10.000000
5.841691	5.841691	8.345273	10.000000
6.676218	7.510745	6.676218	10.000000
8.345273	5.841691	7.510745	10.000000
6.676218	7.510745	0.834527	10.000000
7.510745	1.669055	5.841691	10.000000
0.834527	6.676218	8.345273	10.000000
6.676218	8.345273	0.000000	10.000000
7.510745	2.503582	5.841691	10.000000
3.338109	5.841691	8.345273	10.000000
6.676218	8.345273	3.338109	10.000000
7.510745	4.172636	5.841691	10.000000
5.007164	5.841691	8.345273	10.000000
6.676218	8.345273	5.007164	10.000000
7.510745	5.841691	5.841691	10.000000
6.676218	5.841691	8.345273	10.000000
6.676218	8.345273	6.676218	10.000000
7.510745	7.510745	5.841691	10.000000
8.345273	5.841691	8.345273	10.000000
6.676218	8.345273	8.345273	10.000000
0.834527	0.000000	8.345273	10.000000
0.834527	7.510745	0.834527	10.000000
7.510745	1.669055	0.834527	10.000000
0.000000	0.834527	8.345273	10.000000
1.669055	8.345273	0.000000	10.000000
8.345273	1.669055	0.000000	10.000000
0.000000	0.000000	8.345273	10.000000
2.503582	7.510745	0.834527	10.000000
7.510745	1.669055	2.503582	10.000000
0.000000	2.503582	8.345273	10.000000
3.338109	8.345273	0.000000	10.000000
8.345273	0.834527	4.172636	10.000000
0.834527	5.007164	7.510745	10.000000
4.172636	7.510745	0.000000	10.000000
8.345273	1.669055	5.007164	10.000000
0.000000	5.007164	8.345273	10.000000
5.841691	7.510745	0.834527	10.000000
7.510745	1.669055	5.841691	10.000000
0.000000	5.841691	8.345273	10.000000
6.676218	8.345273	0.000000	10.000000
8.345273	0.834527	7.510745	10.000000
0.834527	8.345273	7.510745	10.000000
7.510745	7.510745	0.000000	10.000000
8.345273	1.669055	8.345273	10.000000
0.000000	8.345273	7.510745	10.000000
0.000000	8.345273	2.503582	10.000000
7.510745	2.503582	1.669055	10.000000
3.338109	0.834527	8.345273	10.000000
1.669055	8.345273	3.338109	10.000000
8.345273	2.503582	2.503582	10.000000
2.503582	3.338109	7.510745	10.000000
2.503582	8.345273	3.338109	10.000000
8.345273	2.503582	4.172636	10.000000
2.503582	5.007164	7.510745	10.000000
4.172636	8.345273	3.338109	10.000000
8.345273	2.503582	5.841691	10.000000
2.503582	6.676218	7.510745	10.000000
5.841691	8.345273	3.338109	10.000000
8.345273	2.503582	7.510745	10.000000
2.503582	8.345273	7.510745	10.000000
7.510745	8.345273	3.338109	10.000000
7.510745	4.172636	0.000000	10.000000
4.172636	0.834527	7.510745	10.000000
1.669055	7.510745	5.007164	10.000000
8.345273	5.007164	1.669055	10.000000
5.007164	0.000000	8.345273	10.000000
2.503582	7.510745	4.172636	10.000000
7.510745	5.007164	2.503582	10.000000
5.007164	3.338109	8.345273	10.000000
4.172636	7.510745	4.172636	10.000000
7.510745	5.007164	4.172636	10.000000
5.007164	5.007164	8.345273	10.000000
5.841691	7.510745	4.172636	10.000000
7.510745	5.007164	5.841691	10.000000
5.007164	6.676218	8.345273	10.000000
7.510745	7.510745	4.172636	10.000000
7.510745	5.007164	7.510745	10.000000
5.007164	8.345273	7.510745	10.000000
0.000000	8.345273	5.841691	10.000000
7.510745	5.841691	1.669055	10.000000
6.676218	0.834527	8.345273	10.000000
1.669055	8.345273	6.676218	10.000000
8.345273	5.841691	2.503582	10.000000
5.841691	3.338109	7.510745	10.000000
2.503582	8.345273	6.676218	10.000000
8.345273	5.841691	4.172636	10.000000
5.841691	5.007164	7.510745	10.000000
4.172636	8.345273	6.676218	10.000000
8.345273	5.841691	5.841691	10.000000
5.841691	6.676218	7.510745	10.000000
5.841691	8.345273	6.676218	10.000000
8.345273	5.841691	7.510745	10.000000
5.841691	8.345273	7.510745	10.000000
7.510745	8.345273	6.676218	10.000000
7.510745	7.510745	0.000000	10.000000
7.510745	0.834527	7.510745	10.000000
1.669055	7.510745	8.345273	10.000000
8.345273	8.345273	1.669055	10.000000
8.345273	0.000000	8.345273	10.000000
2.503582	7.510745	7.510745	10.000000
7.510745	8.345273	2.503582	10.000000
8.345273	3.338109	8.345273	10.000000
4.172636	7.510745	7.510745	10.000000
7.510745	8.345273	4.172636	10.000000
8.345273	5.007164	8.345273	10.000000
5.841691	7.510745	7.510745	10.000000
7.510745	8.345273	5.841691	10.000000
8.345273	6.676218	8.345273	10.000000
7.510745	7.510745	7.510745	10.000000
7.510745	8.345273	7.510745	10.000000
8.345273	8.345273	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
0.000000	0.000000	0.000000	10.000000
